userid,label,inf,type1,type2,type3,times
80479674,1,12.8,0.11538461538461539,0.896551724137931,0.0,0.10344827586206896,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
82487179,1,4.148325358851674,0.14935988620199148,0.49057920446615494,0.34891835310537334,0.16050244242847173,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
105830531,1,16.05,0.26666666666666666,0.75,0.125,0.125,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
114488344,1,6.25,0.01639344262295082,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123222267,1,8.557377049180328,0.0625,0.42362525458248473,0.3818737270875764,0.1945010183299389,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
144602443,1,7.577464788732394,0.057971014492753624,0.44516129032258067,0.03870967741935484,0.5161290322580645,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
212958140,1,20.176470588235293,0.0,0.4318181818181818,0.38636363636363635,0.18181818181818182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
278082770,1,19.2,0.0,0.43661971830985913,0.15492957746478872,0.4084507042253521,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
367651000,1,123.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
599789901,1,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10935572,1,8.133720930232558,0.08398950131233596,0.685251798561151,0.01079136690647482,0.3039568345323741,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
16119337,1,56.5,0.02622950819672131,0.8591549295774648,0.14084507042253522,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
16753788,1,5.739130434782608,0.043478260869565216,0.7666666666666667,0.1,0.13333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
17640121,1,20.11111111111111,0.0,0.2,0.4,0.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
17656600,1,1.4332191780821917,1.875,0.5228758169934641,0.10130718954248366,0.3758169934640523,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
19230427,1,33.357142857142854,0.09090909090909091,0.22916666666666666,0.020833333333333332,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
19951698,1,14.09375,0.10126582278481013,0.40932642487046633,0.5803108808290155,0.010362694300518135,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
20726266,1,85.71428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20731719,1,53.1578947368421,1.2604651162790699,0.49311926605504586,0.5068807339449541,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
21196037,1,3.7022900763358777,0.0,0.9230769230769231,0.01282051282051282,0.0641025641025641,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
21365952,1,59.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21375100,1,4.411764705882353,372.5762711864407,0.2706422018348624,0.5963302752293578,0.13302752293577982,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
21706899,1,91.66666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21972434,1,51.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25836383,1,2.3485401459854014,0.054245283018867926,0.660436137071651,0.19470404984423675,0.14485981308411214,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
