userid,label,infs,ff,type_o,type_r,type_c
86166567,1.0,0.0,5.604651162790698,0.0,0.0,0.0
108704199,1.0,0.0,0.058823529411764705,0.0,0.0,0.0
2165940152,1.0,0.0,0.125,0.0,0.0,0.0
196846880,1.0,0.0,5.01,0.0,0.0,0.0
884237364,1.0,0.0,7.0,0.0,0.0,0.0
2424529777,1.0,0.0,11.5,0.0,0.0,0.0
1650916326,1.0,0.0,0.017543859649122806,0.0,0.0,0.0
120360548,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0
870795846962434049,1.0,0.0,6.8979591836734695,0.0,0.0,0.0
313783257,1.0,0.0,4.75,0.0,0.0,0.0
132787155,1.0,0.0,0.005649717514124294,0.0,0.0,0.0
741731184141471746,1.0,0.0,9.133333333333333,0.0,0.0,0.0
1077404096,1.0,0.0,1.0,0.0,0.0,0.0
2154795135,1.0,0.0,0.07142857142857142,0.0,0.0,0.0
1394465665,1.0,0.0,7.916666666666667,0.0,0.0,0.0
2657551658,1.0,0.0,0.16666666666666666,0.0,0.0,0.0
83124019,1.0,0.0,0.0035971223021582736,0.0,0.0,0.0
4257661033,1.0,0.0,0.0625,0.0,0.0,0.0
1868979648,1.0,0.0,0.1,0.0,0.0,0.0
901274646,1.0,0.0,0.027777777777777776,0.0,0.0,0.0
1089449269,1.0,0.0,0.06666666666666667,0.0,0.0,0.0
1523047634,1.0,0.0,0.38461538461538464,0.22727272727272727,0.7727272727272727,0.0
1485683815,1.0,0.0,0.05263157894736842,0.0,0.0,0.0
4719055812,1.0,0.0,0.043478260869565216,0.0,0.0,0.0
3385941855,1.0,0.0,5.575,0.0,0.0,0.0
2310396946,1.0,0.0,0.09090909090909091,0.0,0.0,0.0
826513404,1.0,0.0,5.655172413793103,0.0,0.0,0.0
1262255762,1.0,0.0,0.40350877192982454,0.0,0.0,0.0
2794776457,1.0,0.0,0.02631578947368421,0.0,0.0,0.0
359091987,1.0,0.0,0.125,0.0,0.0,0.0
213749207,1.0,0.0,0.14285714285714285,0.0,0.0,0.0
299311718,1.0,0.0,0.024390243902439025,0.0,0.0,0.0
382453679,1.0,0.0,7.482758620689655,0.0,0.0,0.0
1519283341,1.0,0.0,4.571428571428571,0.0,0.0,0.0
1211049002,1.0,0.0,0.08333333333333333,0.0,0.0,0.0
2978282051,1.0,0.175,0.35294117647058826,0.225,0.775,0.0
449919396,1.0,0.0,4.317460317460317,0.0,0.0,0.0
732060097,1.0,0.0,0.125,0.0,0.0,0.0
247550218,1.0,0.0,9.0,0.0,0.0,0.0
85254758,1.0,0.019230769230769232,5.368421052631579,0.25,0.75,0.0
719912820,1.0,0.0,0.04,0.0,0.0,0.0
1013988703,1.0,0.0,0.058823529411764705,0.0,0.0,0.0
3156515633,1.0,0.0,0.038461538461538464,0.0,0.0,0.0
321427922,1.0,0.0,0.05555555555555555,0.0,0.0,0.0
2852007048,1.0,0.04807692307692308,6.25,0.16346153846153846,0.8365384615384616,0.0
2479269926,1.0,0.0,6.0,0.0,1.0,0.0
552485223,1.0,0.0,0.012345679012345678,0.0,0.0,0.0
56174538,1.0,0.0,0.038461538461538464,0.0,0.0,0.0
378013766,1.0,0.0,1.0,0.0,0.0,0.0
21873877,1.0,0.0,0.043478260869565216,0.0,0.0,0.0
898029858,1.0,0.0,0.043478260869565216,0.0,0.0,0.0
444780355,1.0,0.0,0.03333333333333333,0.0,0.0,0.0
460954770,1.0,0.0,9.919642857142858,0.0,0.0,0.0
370002366,1.0,0.0,0.01,0.0,0.0,0.0
271433018,1.0,0.05660377358490566,0.8888888888888888,0.41509433962264153,0.5849056603773585,0.0
2185201953,1.0,0.0,11.0,0.0,0.0,0.0
427664168,1.0,0.0,0.1111111111111111,0.0,0.0,0.0
2761132712,1.0,0.0,0.05263157894736842,0.0,0.0,0.0
751499508152987649,1.0,0.0,10.857142857142858,0.2857142857142857,0.7142857142857143,0.0
260722903,1.0,0.0,0.02127659574468085,0.0,0.0,0.0
2541997260,1.0,0.0,6.3,0.0,0.0,0.0
2985893679,1.0,0.0,0.02857142857142857,0.0,0.0,0.0
16512839,1.0,0.26229508196721313,4.328571428571428,0.7049180327868853,0.23770491803278687,0.05737704918032787
120237757,1.0,0.0,0.012048192771084338,0.0,0.0,0.0
952068239248515072,1.0,0.0,4.310344827586207,0.0,0.0,0.0
1383027355,1.0,0.0,4.9818181818181815,0.0,0.0,0.0
764490390,1.0,0.0,3.5,0.0,0.0,0.0
480758236,1.0,0.0,8.6,0.0,0.0,0.0
3778076189,1.0,0.0,0.05,0.0,0.0,0.0
355923529,1.0,0.0,0.14285714285714285,0.0,0.0,0.0
2171027199,1.0,0.0,0.02564102564102564,0.0,0.0,0.0
3293212965,1.0,0.0,0.08333333333333333,0.0,0.0,0.0
3254640069,1.0,0.0,6.5256410256410255,0.0,0.0,0.0
920566417,1.0,0.0,0.023809523809523808,0.0,0.0,0.0
186718185,1.0,0.0,5.651685393258427,0.0,0.0,0.0
722221579,1.0,0.0,35.888888888888886,0.0,0.0,0.0
850326470,1.0,0.0,7.677966101694915,0.0,0.0,0.0
1094956993,1.0,0.0,7.230769230769231,0.0,0.0,0.0
522430285,1.0,0.0,8.704918032786885,0.0,0.0,0.0
2535131818,1.0,0.0,8.482758620689655,0.0,0.0,0.0
97820639,1.0,0.0,0.047619047619047616,0.0,0.0,0.0
4778395680,1.0,0.0,8.68,0.0,0.0,0.0
15593714,1.0,0.0,2.3461538461538463,0.0,0.0,0.0
4187578512,1.0,0.0,6.0256410256410255,0.0,0.0,0.0
623807265,1.0,0.0,0.015384615384615385,0.0,0.0,0.0
4179269113,1.0,0.0,0.05555555555555555,0.0,0.0,0.0
18385972,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
4270569432,1.0,0.0,0.125,0.0,0.0,0.0
2508419377,1.0,0.0,0.07142857142857142,0.0,0.0,0.0
137460250,1.0,0.0,0.14285714285714285,0.0,0.0,0.0
460427792,1.0,0.0,0.02040816326530612,0.0,0.0,0.0
512345455,1.0,0.11538461538461539,6.954545454545454,0.48717948717948717,0.5128205128205128,0.0
2508576114,1.0,0.25,0.038461538461538464,1.0,0.0,0.0
574131134,1.0,0.0,0.015151515151515152,0.0,0.0,0.0
3186201443,1.0,0.0,0.09090909090909091,0.0,0.0,0.0
927240344,1.0,0.0,0.05,0.0,0.0,0.0
363603481,1.0,0.0,0.0196078431372549,0.0,0.0,0.0
178990882,1.0,0.0,4.870646766169155,0.0,0.0,0.0
2954685575,1.0,0.0,0.05263157894736842,0.0,0.0,0.0
737388193302126592,1.0,0.0,9.64,0.0,0.0,0.0
927345942,1.0,0.0,0.08333333333333333,0.0,0.0,0.0
155100300,1.0,0.0,6.506578947368421,0.0,0.0,0.0
500281660,1.0,0.11688311688311688,8.0,0.33766233766233766,0.6623376623376623,0.0
2169560508,1.0,0.0,0.038461538461538464,0.0,0.0,0.0
489182976,1.0,0.0,10.5,0.0,0.0,0.0
31210265,1.0,0.0,6.464285714285714,0.0,0.0,0.0
2772671486,1.0,0.0,14.909090909090908,0.0,0.0,0.0
153593248,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
3035432048,1.0,0.0,8.2,0.0,0.0,0.0
435222124,1.0,0.0,0.06666666666666667,0.0,0.0,0.0
1634774851,1.0,0.0,2.5641025641025643,0.0,0.0,0.0
346842507,1.0,0.0,8.729166666666666,0.0,0.0,0.0
1639574736,1.0,0.0,7.785714285714286,0.0,0.0,0.0
132954984,1.0,0.0,0.2222222222222222,0.0,0.0,0.0
217719030,1.0,0.0,0.045454545454545456,0.0,0.0,0.0
803703414634987520,1.0,0.0,0.14285714285714285,0.0,0.0,0.0
872238860,1.0,0.0,0.25,0.0,0.0,0.0
1683398065,1.0,0.0,4.631578947368421,0.0,0.0,0.0
2414843594,1.0,0.0,0.05263157894736842,0.0,0.0,0.0
453128302,1.0,0.0,0.025,0.0,0.0,0.0
2983989415,1.0,0.0,9.785714285714286,0.0,0.0,0.0
423685234,1.0,0.0,0.015384615384615385,0.0,0.0,0.0
2539711208,1.0,0.0,0.0625,0.0,0.0,0.0
736876248,1.0,0.0,3.4375,0.0,0.0,0.0
2186515430,1.0,0.0,0.25925925925925924,0.0,0.0,0.0
725771784,1.0,0.0,0.012987012987012988,0.0,0.0,0.0
745189310,1.0,0.3181818181818182,5.233333333333333,0.4318181818181818,0.5681818181818182,0.0
2851767848,1.0,0.0,0.05,0.0,0.0,0.0
865995319,1.0,0.0,0.025,0.0,0.0,0.0
963152089206714368,1.0,0.0,0.25,0.0,0.0,0.0
1151570700,1.0,0.0,0.5555555555555556,0.0,0.0,0.0
777971621575454720,1.0,0.0,14.106060606060606,0.0,0.0,0.0
3001003638,1.0,0.16666666666666666,9.2,1.0,0.0,0.0
914511995596152832,1.0,5.2631578947368425,0.9517102615694165,1.0,0.0,0.0
1386686779,1.0,0.0,0.034482758620689655,0.0,0.0,0.0
999291096,1.0,0.0,0.09090909090909091,0.0,0.0,0.0
623806740,1.0,0.0,0.03125,0.0,0.0,0.0
97411494,1.0,0.0,0.16666666666666666,0.0,0.0,0.0
152787058,1.0,0.0,0.02127659574468085,0.0,0.0,0.0
1738033550,1.0,0.0,7.157894736842105,0.0,0.0,0.0
1573640964,1.0,0.0,8.666666666666666,0.0,0.0,0.0
511109133,1.0,0.0,9.2,0.0,0.0,0.0
1714303686,1.0,0.0,11.909090909090908,0.0,0.0,0.0
550599636,1.0,0.0,10.304347826086957,0.0,0.0,0.0
1464574374,1.0,0.0,0.058823529411764705,0.0,0.0,0.0
101766518,1.0,0.0,0.7272727272727273,0.0,0.0,0.0
576788487,1.0,0.0,6.928571428571429,0.0,0.0,0.0
2744363596,1.0,0.0,13.25,0.0,0.0,0.0
73563563,1.0,0.0,0.1,0.0,0.0,0.0
227725410,1.0,0.0,6.111111111111111,0.0,0.0,0.0
771769207864385537,1.0,0.0,16.8125,0.0,0.0,0.0
914516231037755392,1.0,0.0,0.05555555555555555,0.0,0.0,0.0
529415635,1.0,0.0,0.6046511627906976,0.0,0.0,0.0
1875825276,1.0,0.0,0.5714285714285714,0.0,0.0,0.0
63977746,1.0,0.0,0.6831275720164609,0.0,0.0,0.0
1647978356,1.0,0.0,0.0625,0.0,0.0,0.0
227962624,1.0,0.0,0.25,0.0,0.0,0.0
2988346553,1.0,0.0,0.016666666666666666,0.0,0.0,0.0
455691115,1.0,0.0,0.00980392156862745,0.0,0.0,0.0
1943707346,1.0,0.0,0.14285714285714285,0.0,0.0,0.0
2439951696,1.0,0.0,0.42857142857142855,0.4,0.6,0.0
324446035,1.0,0.0,8.222222222222221,0.0,0.0,0.0
1681479078,1.0,0.0,7.1875,0.0,0.0,0.0
477460613,1.0,0.0,4.869565217391305,0.0,0.0,0.0
555955722,1.0,0.0,5.742857142857143,0.0,0.0,0.0
1385545567,1.0,0.0,3.88659793814433,0.0,0.0,0.0
2353646971,1.0,0.0,3.75,0.3870967741935484,0.6129032258064516,0.0
1316312629,1.0,0.0,0.058823529411764705,0.0,0.0,0.0
1648366026,1.0,0.0,0.005813953488372093,0.0,0.0,0.0
3354471952,1.0,0.0,2.4705882352941178,0.0,0.0,0.0
261681091,1.0,0.0,5.75,0.0,0.0,0.0
2862822084,1.0,0.0,0.06666666666666667,0.0,0.0,0.0
6954442,1.0,0.0,0.14285714285714285,0.0,0.0,0.0
246653270,1.0,0.0,6.810344827586207,0.0,0.0,0.0
230642690,1.0,0.0,0.1935483870967742,0.0,0.0,0.0
1239741481,1.0,0.044444444444444446,4.052631578947368,0.17777777777777778,0.8222222222222222,0.0
206466606,1.0,0.0,0.0625,0.0,0.0,0.0
2779541383,1.0,0.0,5.793103448275862,0.0,0.0,0.0
421902987,1.0,0.0,4.833333333333333,0.0,0.0,0.0
3307255458,1.0,0.0,0.06666666666666667,0.0,0.0,0.0
633542531,1.0,0.0,2.0588235294117645,0.0,0.0,0.0
2293383206,1.0,0.0,7.666666666666667,0.0,0.0,0.0
154092696,1.0,0.0,0.058823529411764705,0.0,0.0,0.0
2342923344,1.0,0.0,10.666666666666666,0.0,0.0,0.0
299615795,1.0,0.0,4.6923076923076925,0.0,0.0,0.0
259334879,1.0,0.0,0.3333333333333333,0.0,0.0,0.0
2573188716,1.0,0.0,0.058823529411764705,0.0,0.0,0.0
334100446,1.0,0.0,0.09090909090909091,0.0,0.0,0.0
1553926411,1.0,0.0,0.0045871559633027525,0.0,0.0,0.0
950578134,1.0,0.0,0.3333333333333333,0.0,0.0,0.0
590884475,1.0,0.0,6.6571428571428575,0.0,0.0,0.0
193595614,1.0,0.0,0.05555555555555555,0.0,0.0,0.0
1515931004,1.0,0.0,0.3333333333333333,0.0,0.0,0.0
750564284199997441,1.0,0.0,5.5,0.0,0.0,0.0
334526566,1.0,0.0,0.09090909090909091,0.0,0.0,0.0
206726215,1.0,0.0,0.07692307692307693,0.0,0.0,0.0
2477158585,1.0,0.0,0.05555555555555555,0.0,0.0,0.0
