id,label
1111770704,1
422386111,1
94059036,1
419403479,1
3141909615,1
409177368,1
541250809,1
3254502499,1
193818184,1
356103137,1
2320213315,1
1488082736,1
2413783680,1
592515335,1
749478439,1
265204298,1
3360159539,1
930034027574300673,1
2457579899,1
722112277,1
2787584690,1
3315533442,1
97231610,1
730577459293249543,1
806415768820727808,1
186390196,1
879638959,1
116015214,1
512417759,1
486759960,1
1888218800,1
3385787026,1
712167976,1
534295377,1
259762358,1
394370625,1
91576729,1
1219920756,1
1061142055,1
2429502480,1
775357331362111488,1
454266508,1
49689431,1
2887389403,1
1035031394,1
721532653,1
305578448,1
938191016,1
109868897,1
76037385,1
552143410,1
178983612,1
2863120682,1
2834825737,1
962165178954665984,1
224325924,1
2858113394,1
945993295515275265,1
1609973892,1
377071798,1
719084734,1
3988837829,1
4440040274,1
449311382,1
613699415,1
1640084886,1
3304987219,1
1136744496,1
1692973218,1
611700197,1
916563603993485312,1
1728942548,1
2277336176,1
315436483,1
370629085,1
576721696,1
592526097,1
3069065209,1
505830625,1
308778955,1
475599574,1
1177720843,1
2603387691,1
298433688,1
248124680,1
1494768943,1
1958538378,1
1320224713,1
2247288438,1
354863088,1
636598905,1
2353609461,1
239860935,1
2284698000,1
124437329,1
1453252220,1
345571248,1
68803831,1
592856940,1
600872342,1
996764808,1
3378748334,1
2791805369,1
2766878890,1
495931629,1
863047812631613441,1
2419118371,1
3009713318,1
75995830,1
964542470,1
1583012904,1
83490960,1
1425371419,1
309111929,1
334413373,1
1207310724,1
452413886,1
942932778466848768,1
3383435974,1
354241547,1
1707343238,1
1024759910,1
1691751565,1
951855634366033921,1
152892141,1
1419699474,1
1139123371,1
126645065,1
314326955,1
613508734,1
254291780,1
40798827,1
233920383,1
808413913,1
2793688868,1
2161458052,1
548577813,1
433238580,1
206845165,1
605153172,1
2228156096,1
716126905,1
744932578084282369,1
255134417,1
1385545567,1
2300844547,1
849188623,1
923933263,1
168646256,1
524685228,1
2387259270,1
90687740,1
2795926550,1
2438314615,1
2670999326,1
266191621,1
304503043,1
463668292,1
481808086,1
1329443460,1
782258456,1
439766441,1
313191336,1
700072986,1
531219551,1
584731664,1
2286347958,1
2233968058,1
2428934677,1
221315030,1
2169560508,1
2576112944,1
440971517,1
2772671486,1
743318016,1
2186719490,1
435032450,1
337017264,1
389883541,1
765431196587139072,1
297359649,1
2450938513,1
1006915044,1
417236245,1
813838396690931713,1
2661078552,1
3911520314,1
1010099292,1
2267065677,1
91413255,1
2344813396,1
194608165,1
506514873,1
334365787,1
783350021357830144,1
3173501362,1
207822241,1
1266792337,1
401810313,1
2676531643,1
707854541241360384,1
263866717,1
1169160062,1
917197290296791041,1
218985323,1
250843532,1
2958596984,1
880349088,1
225534962,1
907737075130056704,1
2388596356,1
995295998,1
392793584,1
598482538,1
945653458270527489,1
2465568996,1
71602798,1
489877307,1
2398502523,1
211190466,1
725221474231947265,1
2828241814,1
4196887214,1
3243035039,1
2480518768,1
200787815,1
1577613943,1
145505623,1
2200839001,1
222052099,1
199375857,1
850581020,1
1907921912,1
2262844987,1
1349990328,1
2166256280,1
2179221553,1
2194826646,1
947335707223191552,1
374943482,1
3305454508,1
234862287,1
2435193378,1
244004430,1
3699063017,1
295722036,1
2981995782,1
3275262355,1
1308005533,1
269607586,1
399108253,1
714136838,1
430311923,1
3920833220,1
501314123,1
747764589576630272,1
33991956,1
289345398,1
130768265,1
399577499,1
164148290,1
377514158,1
2703907962,1
431073064,1
636319311,1
574325129,1
70619012,1
133415820,1
918739489,1
202983708,1
1925110922,1
2455299937,1
551386596,1
772612207,1
216098048,1
1379772463,1
604319265,1
1317104809,1
2553215136,1
737177085622390784,1
2273769613,1
817613326964391936,1
243999886,1
4778512513,1
1371650539,1
4389605300,1
1124904768,1
3164020844,1
609597011,1
128693116,1
164929003,1
3016445725,1
2294890206,1
1529935464,1
2163355400,1
844230838913040389,1
1686031177,1
187443340,1
825355613127348226,1
2772284304,1
419320330,1
738181643974778880,1
1126554194,1
1922654161,1
286569572,1
1521625446,1
3103188565,1
1493100487,1
2265517167,1
874232168,1
1867413962,1
470794262,1
930107911371743233,1
724271586,1
792924172049580034,1
1074464268,1
2663366418,1
563903009,1
2575905632,1
1738033550,1
313888051,1
707885307,1
353507483,1
3912183795,1
159325729,1
2281725279,1
2386978633,1
2943957347,1
864260954,1
760690090410668034,1
3075770957,1
2893629168,1
206131176,1
630399662,1
2940074338,1
2324785540,1
138992064,1
955229286,1
281005111,1
533409951,1
2272816849,1
591144256,1
2933450375,1
414242739,1
369911907,1
3219329581,1
290619920,1
1302789702,1
499424450,1
165590348,1
706461361,1
378939240,1
2949413740,1
355048346,1
247727767,1
280168584,1
1129496796,1
1051239661,1
555493419,1
488692186,1
2534711716,1
1382044813,1
426996984,1
606629526,1
3319737096,1
897905502,1
2584006813,1
374979905,1
1313247720,1
233448936,1
547596582,1
1485683815,1
2240344764,1
536835751,1
1864562438,1
766150130,1
2416825224,1
447178125,1
601411261,1
2725237858,1
1247565679,1
1669198416,1
1224365148,1
391772079,1
713210251,1
826079983,1
826056390,1
1450765657,1
735877892912058368,1
133305020,1
1303597423,1
2310396946,1
1309616534,1
442296976,1
510169006,1
1393833692,1
317874390,1
2807583768,1
1312634167,1
236776951,1
783995881,1
482186933,1
2936509642,1
827208457,1
1306514790,1
1862618971,1
2531877877,1
1919013462,1
71808094,1
4830577123,1
1358932250,1
1329853153,1
3593893220,1
4591094254,1
1620560893,1
418169143,1
206206801,1
1617333806,1
14372291,1
3383777387,1
605693846,1
532053954,1
322303497,1
436296702,1
330789487,1
139843249,1
1454340882,1
2222408389,1
2193181628,1
447659152,1
1040571972,1
516550591,1
582633768,1
599142600,1
776581663,1
1480547990,1
946277719,1
551016633,1
478689117,1
1240599043,1
577312265,1
143584129,1
4788865105,1
1839473198,1
451165265,1
28335312,1
1685374046,1
468795613,1
2298726172,1
2208975942,1
701427289725214722,1
411618389,1
3176190668,1
340407436,1
90925810,1
509711057,1
584025169,1
771212995,1
723286749590503424,1
1024668043,1
2234386760,1
3006946715,1
3254458640,1
2889579911,1
495064868,1
1219177242,1
317764070,1
405881384,1
185000398,1
292705075,1
83342566,1
226570734,1
190310561,1
2387672659,1
2317041634,1
394741706,1
979750488,1
402688464,1
3389852593,1
1935504236,1
418812532,1
1452759505,1
3933057033,1
580971734,1
612131898,1
2922308472,1
421958397,1
846057361370484736,1
574268954,1
2468066148,1
488643031,1
547852928,1
482984966,1
364914163,1
720208816,1
4531333585,1
3660445518,1
151006716,1
1150905714,1
161646556,1
436376161,1
779641620,1
418877310,1
2447246443,1
3241072159,1
419493460,1
854165003011674112,1
902406518871601152,1
2467138189,1
408237470,1
2385797453,1
2402724529,1
634687200,1
82991978,1
580145290,1
2601519820,1
1956894116,1
1584997010,1
2296890645,1
2681559138,1
2543448996,1
1055196986,1
395349399,1
2258326084,1
286497233,1
1258627273,1
1084364646,1
3367922308,1
448682226,1
241299171,1
2889953323,1
2497886701,1
731980609,1
189271687,1
1923110419,1
625529080,1
1009605672,1
2428411701,1
1058013960,1
578049776,1
2369598896,1
361999755,1
1635686959,1
548708214,1
2851767848,1
3158111387,1
2299811992,1
486891826,1
410138395,1
112819221,1
1935641257,1
1010863298,1
587376258,1
3234923478,1
381469116,1
710928298,1
458584305,1
760414888673943552,1
424477965,1
1048411128,1
26751076,1
952533181995061248,1
236896827,1
763369760289456129,1
3012303658,1
469122450,1
1127439978,1
953327137,1
3501343275,1
1923835578,1
4772794523,1
3067924143,1
279525077,1
938602152,1
830558621549359104,1
2712869673,1
2883460244,1
772929950,1
236351213,1
464535622,1
387128972,1
491218468,1
309604624,1
1851494929,1
2363110412,1
453554138,1
